node_id,element_type,guid,associated_element_guid,text,length,pos_x,pos_y,info_string,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,width,height,label_type,embedded_door_guid,marker_guid,embedded_in_wall_guid
389,Slab,AC7031E9-38BB-4CDD-B03D-968877B67D27,,,,,,5/4 PT DECK,-0.1,-8.22,-1.44,1.54,-3.82,-1.41,,,0.0,,,
390,Slab,217E0FD5-73A8-4E57-9E6C-7669318FB6D8,,,,,,5/4 PT DECK,0.04,-8.17,-1.44,1.68,-3.77,-1.41,,,0.0,,,
391,Slab,8D2055CF-B3BA-47F3-97F3-E3D60C825736,,,,,,5/4 PT DECK,0.17,-8.12,-1.44,1.81,-3.73,-1.41,,,0.0,,,
392,Slab,86A77866-8B28-47EE-98FF-918460B79C85,,,,,,5/4 PT DECK,0.31,-8.07,-1.44,1.95,-3.68,-1.41,,,0.0,,,
393,Slab,3118BB18-4ADD-48E9-86E1-421D7143E90B,,,,,,5/4 PT DECK,0.44,-8.03,-1.44,2.09,-3.63,-1.41,,,0.0,,,
394,Slab,EA99301B-376B-4C46-990D-0D03D87268C4,,,,,,5/4 PT DECK,-5.5,-5.81,-0.73,-5.17,-5.72,-0.7,,,0.0,,,
395,Slab,65FEE8B5-6D07-4DB7-BD35-45BBE701391C,,,,,,5/4 PT DECK,-5.57,-5.75,-0.73,-4.59,-5.52,-0.7,,,0.0,,,
396,Slab,3C76B6B7-3882-4F11-91B1-128AC6CCAAE2,,,,,,5/4 PT DECK,-5.58,-5.61,-0.73,-4.02,-5.32,-0.7,,,0.0,,,
397,Slab,0475E52D-258F-44C2-B832-5E17E7E33447,,,,,,5/4 PT DECK,-5.6,-5.47,-0.73,-3.44,-5.12,-0.7,,,0.0,,,
398,Slab,77CDFF21-AD30-47D8-8225-79D4B05BC27E,,,,,,5/4 PT DECK,-5.61,-5.32,-0.73,-2.87,-4.92,-0.7,,,0.0,,,
399,Slab,6FAA2902-74DC-4267-B808-093EB68DD421,,,,,,5/4 PT DECK,-5.62,-5.18,-0.73,-2.29,-4.72,-0.7,,,0.0,,,
400,Slab,3193C5C6-C990-454D-A456-FB5120795F7C,,,,,,5/4 PT DECK,-5.64,-5.03,-0.73,-1.72,-4.52,-0.7,,,0.0,,,
401,Slab,6D398AB5-1A0C-4552-A118-8AE97DF49AC2,,,,,,5/4 PT DECK,-5.65,-4.89,-0.73,-1.14,-4.32,-0.7,,,0.0,,,
402,Slab,6EF4B583-440E-4279-BE49-8E204ED1B147,,,,,,5/4 PT DECK,-5.67,-4.75,-0.73,-0.57,-4.12,-0.7,,,0.0,,,
403,Slab,CAE973E5-3D67-4FDF-93B3-54702F62BAB3,,,,,,5/4 PT DECK,-5.68,-4.6,-0.73,0.01,-3.92,-0.7,,,0.0,,,
404,Slab,FC2B0E0F-000D-4EF7-8A8E-3FDC1165C146,,,,,,5/4 PT DECK,-5.69,-4.46,-0.73,0.58,-3.72,-0.7,,,0.0,,,
405,Slab,80E97E66-E7F4-43C8-B181-D1554A97A2C5,,,,,,5/4 PT DECK,-5.71,-4.32,-0.73,0.75,-3.57,-0.7,,,0.0,,,
406,Slab,A34E487A-6109-46A1-9DEB-B15F10B7F3CE,,,,,,5/4 PT DECK,-5.72,-4.17,-0.73,0.85,-3.42,-0.7,,,0.0,,,
407,Slab,B7DB9EFB-57A7-49AB-B4A2-516CD0A76B87,,,,,,5/4 PT DECK,-5.73,-4.03,-0.73,0.66,-3.29,-0.7,,,0.0,,,
408,Slab,430EE8B3-71F9-4302-923A-E3554B9EEBD7,,,,,,5/4 PT DECK,-5.75,-3.89,-0.73,0.61,-3.16,-0.7,,,0.0,,,
409,Slab,7D3D0430-EC5C-4D31-BF60-12ACB3B32F71,,,,,,5/4 PT DECK,-5.76,-3.74,-0.73,0.42,-3.03,-0.7,,,0.0,,,
410,Slab,D8D3D5F1-7138-4CB5-A2E6-51C523869259,,,,,,5/4 PT DECK,-5.78,-3.6,-0.73,0.22,-2.91,-0.7,,,0.0,,,
411,Slab,5EACF5F1-6A54-47EA-BB65-90032E9EAF81,,,,,,5/4 PT DECK,-5.79,-3.46,-0.73,0.03,-2.78,-0.7,,,0.0,,,
412,Slab,2537A326-9A8F-41F7-9156-2FD23E03FC4D,,,,,,5/4 PT DECK,-5.8,-3.31,-0.73,-0.17,-2.66,-0.7,,,0.0,,,
413,Slab,6B514D48-BB60-4BB1-8FE5-58B9400CA14D,,,,,,5/4 PT DECK,-5.82,-3.17,-0.73,-0.36,-2.53,-0.7,,,0.0,,,
414,Slab,D938D28A-2110-4C4A-80C4-F99E4F5FA319,,,,,,5/4 PT DECK,-5.83,-3.03,-0.73,-0.56,-2.4,-0.7,,,0.0,,,
415,Slab,A60A75F8-8578-4589-93A3-B49FBE2D33F7,,,,,,5/4 PT DECK,-5.84,-2.88,-0.73,-0.76,-2.28,-0.7,,,0.0,,,
416,Slab,2FD6586A-B617-4858-9048-EE5541557DCA,,,,,,5/4 PT DECK,0.58,-7.98,-1.44,2.22,-3.59,-1.41,,,0.0,,,
417,Slab,1BBCE341-73AE-4CFE-9348-65825ACE56D2,,,,,,"8"" SIPS FLOOR",0.61,-8.1,-1.44,7.11,-1.6,-1.22,,,0.0,,,
418,Slab,2D534DFD-65CF-4A9D-B073-3B87A528C5AD,,,,,,Slab-027,-1.6,1.17,-0.0,-1.42,1.89,0.02,,,0.0,,,
419,Slab,D7245A60-4AEA-4F3E-9A2F-511F372BDA4A,,,,,,Slab-027,-3.21,0.93,-0.0,-1.53,2.6,0.02,,,0.0,,,
420,Slab,141CB24F-E332-4CBB-ACDB-257EA3DE834C,,,,,,Slab-053,3.51,-0.12,1.54,4.76,3.75,1.57,,,0.0,,,
421,Slab,75ECCF97-39E2-45B7-9FC3-452218F63AF2,,,,,,"8"" SIPS FLOOR",-1.42,-1.88,-0.62,0.21,2.88,-0.61,,,0.0,,,
422,Slab,68187DDC-3BC6-44B3-97FC-5EE0D79861BD,,,,,,"8"" SIPS FLOOR",-0.81,-2.03,-0.83,5.27,3.97,-0.61,,,0.0,,,
423,Slab,58BECD11-2BEE-4ED9-ACB4-3D1B7D14BAAE,,,,,,"8"" SIPS FLOOR",-6.49,-2.78,-0.22,-0.95,2.79,-0.0,,,0.0,,,
424,Slab,87A64555-FC1B-40ED-AC9D-80F00918DE61,,,,,,5/4 PT DECK,-0.83,10.53,-0.84,0.7,10.67,-0.81,,,0.0,,,
425,Slab,79C2C4AA-EA60-47C3-8C47-373E07A82785,,,,,,5/4 PT DECK,-0.83,10.38,-0.84,0.7,10.52,-0.81,,,0.0,,,
426,Slab,6309B3FE-2E40-4F5A-B334-7690B03B31A3,,,,,,5/4 PT DECK,-0.83,10.24,-0.84,0.7,10.38,-0.81,,,0.0,,,
427,Slab,42679795-9733-40F1-8231-5CFF3750CC71,,,,,,5/4 PT DECK,-0.83,10.1,-0.84,0.7,10.24,-0.81,,,0.0,,,
428,Slab,AC0B9969-5B0C-4892-99E9-B34BA1EE4E64,,,,,,5/4 PT DECK,-0.83,9.95,-0.84,0.7,10.09,-0.81,,,0.0,,,
429,Slab,42FA076E-71EE-4379-8417-C61C6EBF5AB1,,,,,,5/4 PT DECK,-0.83,9.81,-0.84,0.7,9.95,-0.81,,,0.0,,,
430,Slab,10BA11B2-089F-438A-932F-707EDE10A88C,,,,,,5/4 PT DECK,-0.83,9.66,-0.84,0.7,9.8,-0.81,,,0.0,,,
431,Slab,00783B09-8EA3-41BB-8400-74043BD2CE1B,,,,,,5/4 PT DECK,-0.83,9.52,-0.84,0.7,9.66,-0.81,,,0.0,,,
432,Slab,26985CC4-4806-4868-804B-EAA97A3A15BD,,,,,,5/4 PT DECK,-0.83,9.38,-0.84,0.7,9.52,-0.81,,,0.0,,,
433,Slab,CDE8A474-817B-4805-9994-AD9716D24FFF,,,,,,5/4 PT DECK,-0.83,9.23,-0.84,0.7,9.37,-0.81,,,0.0,,,
434,Slab,2FD864CC-A677-4743-8F36-EBA2AB83780C,,,,,,5/4 PT DECK,-0.83,9.09,-0.84,0.7,9.23,-0.81,,,0.0,,,
435,Slab,3F7C066E-FCC4-43C6-BFFF-3798E607A325,,,,,,5/4 PT DECK,-0.83,8.94,-0.84,0.7,9.08,-0.81,,,0.0,,,
436,Slab,03A2916E-9572-4784-A9F1-F0BCE3FC2C30,,,,,,5/4 PT DECK,-0.83,8.8,-0.84,0.7,8.94,-0.81,,,0.0,,,
437,Slab,95A4827A-BDDE-42CA-B1B6-98C53DC012A8,,,,,,5/4 PT DECK,-0.83,8.66,-0.84,0.7,8.8,-0.81,,,0.0,,,
438,Slab,425FF32D-45C4-4313-ABC1-B932086692ED,,,,,,5/4 PT DECK,-0.83,8.51,-0.84,0.7,8.65,-0.81,,,0.0,,,
439,Slab,15D38D47-39D5-4FD7-9931-ACEEB470711C,,,,,,5/4 PT DECK,-0.83,8.37,-0.84,0.7,8.51,-0.81,,,0.0,,,
440,Slab,5E6E7152-A878-4F05-96A4-9FE1FCAF4E50,,,,,,5/4 PT DECK,-0.83,8.22,-0.84,0.7,8.36,-0.81,,,0.0,,,
441,Slab,C90766D5-10CA-4BD4-AD94-D76CF8FB7813,,,,,,5/4 PT DECK,-0.83,8.08,-0.84,0.7,8.22,-0.81,,,0.0,,,
442,Slab,98EC1ABF-EA66-44AC-916D-DBF1DF267E09,,,,,,5/4 PT DECK,-0.83,7.94,-0.84,0.7,8.07,-0.81,,,0.0,,,
443,Slab,B1B5A5B9-54B5-4A7B-9A5C-3532FD230A4B,,,,,,5/4 PT DECK,-0.83,7.79,-0.84,0.7,7.93,-0.81,,,0.0,,,
444,Slab,ED89D921-77A0-4D65-996A-EE776F66261A,,,,,,5/4 PT DECK,-0.83,7.65,-0.84,0.7,7.79,-0.81,,,0.0,,,
445,Slab,E0611074-31C9-407F-B2D4-4F0DA673757A,,,,,,5/4 PT DECK,-0.83,7.5,-0.84,0.7,7.64,-0.81,,,0.0,,,
446,Slab,1E5797BD-2A6D-4ADD-BDBE-4D9940B9DCDD,,,,,,5/4 PT DECK,-0.83,7.36,-0.84,0.7,7.5,-0.81,,,0.0,,,
447,Slab,94ADFD83-AD3E-4425-94A9-D4541DF8EEA1,,,,,,5/4 PT DECK,-0.83,7.21,-0.84,0.7,7.35,-0.81,,,0.0,,,
448,Slab,C74CA9D1-A118-46B9-8F17-71B854CC70BF,,,,,,5/4 PT DECK,-0.83,7.07,-0.84,0.7,7.21,-0.81,,,0.0,,,
449,Slab,BC0B562F-53D8-4376-9E88-657EFB3963A6,,,,,,5/4 PT DECK,-0.83,6.93,-0.84,0.7,7.07,-0.81,,,0.0,,,
450,Slab,25728696-7F14-4AD9-AE2B-D987867328FC,,,,,,5/4 PT DECK,-0.83,6.78,-0.84,0.7,6.92,-0.81,,,0.0,,,
451,Slab,0CD16DFD-C840-474A-A524-37D206A22A7D,,,,,,5/4 PT DECK,-0.83,6.64,-0.84,0.7,6.78,-0.81,,,0.0,,,
452,Slab,EED69286-5C49-4A85-901A-881BD2E647EB,,,,,,5/4 PT DECK,-0.83,6.49,-0.84,0.7,6.63,-0.81,,,0.0,,,
453,Slab,61B6CCB2-2E80-47B0-B870-BAEDC26556E8,,,,,,5/4 PT DECK,-0.83,6.35,-0.84,0.7,6.49,-0.81,,,0.0,,,
454,Slab,8E25E492-B9CB-41AE-A34F-CF7321217400,,,,,,5/4 PT DECK,-0.83,6.21,-0.84,0.7,6.35,-0.81,,,0.0,,,
455,Slab,D094664A-64BC-4568-A4C7-38E996046B52,,,,,,5/4 PT DECK,-0.83,6.06,-0.84,0.7,6.2,-0.81,,,0.0,,,
456,Slab,EE3B9553-6A36-46C4-B29F-52C39FBD5E0D,,,,,,5/4 PT DECK,-0.83,5.92,-0.84,0.7,6.06,-0.81,,,0.0,,,
457,Slab,D1121EE9-9CF6-48C0-A1F2-A2605C03DB04,,,,,,5/4 PT DECK,-0.83,5.77,-0.84,0.7,5.91,-0.81,,,0.0,,,
458,Slab,68A57541-C791-4142-807F-5C7606327027,,,,,,5/4 PT DECK,-0.83,5.63,-0.84,0.7,5.77,-0.81,,,2.0,,,
459,Slab,03D0BA81-9F06-4184-B76B-144D9DCEB0C1,,,,,,5/4 PT DECK,-0.83,5.49,-0.84,0.7,5.63,-0.81,,,0.0,,,
460,Slab,5F8EC129-3E81-4C6B-8F09-7AC35DA4BCED,,,,,,5/4 PT DECK,-0.83,5.34,-0.84,0.7,5.48,-0.81,,,0.0,,,
461,Slab,8A58C104-A23F-4103-B607-F125499EFBD0,,,,,,5/4 PT DECK,-0.83,5.2,-0.84,0.7,5.34,-0.81,,,0.0,,,
462,Slab,C3BE01E9-3032-4379-B47C-B176F26EE173,,,,,,5/4 PT DECK,-0.83,5.05,-0.84,0.7,5.19,-0.81,,,0.0,,,
463,Slab,CC1D00BD-91CE-4DCC-B74F-353026E2A77E,,,,,,5/4 PT DECK,-0.83,4.91,-0.84,0.7,5.05,-0.81,,,0.0,,,
464,Slab,64A7050E-8256-43F8-BEB9-A67EEE6779FC,,,,,,5/4 PT DECK,-0.83,4.77,-0.84,0.7,4.91,-0.81,,,0.0,,,
465,Slab,331C62B8-DF34-4F0D-B79E-9258EB94E0ED,,,,,,5/4 PT DECK,-0.83,4.62,-0.84,0.7,4.76,-0.81,,,0.0,,,
466,Slab,82E751E1-ED71-44CB-9687-CA880CADF1D4,,,,,,5/4 PT DECK,-0.83,4.48,-0.84,0.7,4.62,-0.81,,,0.0,,,
467,Slab,BCD72737-4626-4D48-A607-67A5A4962F9A,,,,,,5/4 PT DECK,-0.83,4.33,-0.84,0.7,4.47,-0.81,,,0.0,,,
468,Slab,C4DB1D5D-E270-42A7-965D-88C6CCD1E14A,,,,,,5/4 PT DECK,-0.83,4.19,-0.84,0.7,4.33,-0.81,,,0.0,,,
469,Slab,99A17E99-7FEC-410A-B995-BFBEAC26453D,,,,,,5/4 PT DECK,-0.83,4.05,-0.84,0.7,4.19,-0.81,,,0.0,,,
470,Slab,E4EDC307-370F-478C-86FB-2A94BC44E532,,,,,,5/4 PT DECK,-0.83,3.9,-0.84,0.7,4.04,-0.81,,,0.0,,,
471,Slab,76BA0E80-DB86-48AB-89B1-B3F28135C396,,,,,,5/4 PT DECK,-0.83,3.76,-0.84,0.7,3.9,-0.81,,,0.0,,,
472,Slab,AFE800F2-109D-46A4-90D7-929563ACD111,,,,,,5/4 PT DECK,-0.69,2.92,-0.84,0.83,3.38,-0.81,,,0.0,,,
473,Slab,769AB829-86BB-4E7A-A410-9F6AF9511994,,,,,,5/4 PT DECK,-0.72,3.06,-0.84,0.8,3.52,-0.81,,,0.0,,,
474,Slab,C8235E14-CC08-479E-8606-50DF031EEB46,,,,,,5/4 PT DECK,-0.75,3.2,-0.84,0.77,3.66,-0.81,,,0.0,,,
475,Slab,F4AB4A4D-7518-4B1D-B5A5-478F1C334C43,,,,,,5/4 PT DECK,-0.78,3.34,-0.84,0.74,3.8,-0.81,,,0.0,,,
476,Slab,AF15B257-92A9-49FA-900D-9D0EDC5351A0,,,,,,5/4 PT DECK,-0.81,3.48,-0.84,0.71,3.84,-0.81,,,0.0,,,
477,Slab,F5355B52-B98A-4DC9-A876-9DB1253FB1E8,,,,,,5/4 PT DECK,-0.83,3.62,-0.84,0.01,3.8,-0.81,,,0.0,,,
478,Slab,C43E6DC0-6824-464F-91C9-CC731002575E,,,,,,"8"" SIPS FLOOR",0.61,-8.1,-1.22,7.11,-1.6,-1.2,,,0.0,,,
479,Slab,1AAAE348-EFA8-4CC7-84BA-49BACA22C38A,,,,,,"8"" SIPS FLOOR",-6.49,-2.78,-0.0,-0.94,2.79,0.02,,,0.0,,,
480,Slab,BFD860E4-3AF6-420E-8C6D-4A7205AF32AE,,,,,,"8"" SIPS FLOOR",-6.49,-2.78,-0.0,-0.94,2.79,0.02,,,0.0,,,
481,Slab,4E331247-162C-4467-8D02-CA9D26CD2DF9,,,,,,"8"" SIPS FLOOR",-0.81,-2.03,-0.61,5.27,3.97,-0.59,,,0.0,,,
482,Slab,3D8BA7C6-2643-4270-83CA-56F3282C9491,,,,,,"3/4"" HARDWOOD FLOORING",0.61,-8.1,-1.22,7.11,-1.6,-1.2,,,0.0,,,
483,Slab,A5452E8B-5FFF-4C4E-B9AE-682299DDE21C,,,,,,"8"" SIPS FLOOR",0.62,-3.14,-0.61,5.43,-1.02,-0.59,,,0.0,,,
484,Slab,285E346A-98B0-4A11-B01D-0825E55EBBA8,,,,,,"8"" SIPS FLOOR",-0.98,-3.33,-0.61,1.01,-1.73,-0.59,,,0.0,,,
485,Slab,82C069E7-27B2-405D-B29B-6EFF60DC6BBF,,,,,,"8"" SIPS FLOOR",-1.41,-1.88,-0.61,0.21,2.88,-0.59,,,0.0,,,
486,Slab,C79A645D-10AA-44DB-ABD3-9FB4D0BAD276,,,,,,"8"" SIPS FLOOR",0.62,-3.13,-0.83,5.43,-1.02,-0.81,,,0.0,,,
487,Slab,1B824657-47F0-4BFE-961A-6439C1A661CA,,,,,,"8"" SIPS FLOOR",-0.98,-3.33,-0.83,1.0,-1.73,-0.81,,,0.0,,,
488,Slab,520DE92C-22E9-42D9-B28A-C06589AF9107,,,,,,"8"" SIPS FLOOR",-1.42,-1.88,-0.83,0.21,2.88,-0.81,,,0.0,,,
489,Door,C97DF2E9-8C0B-3E44-AFB6-83DCA478725E,,,,,,D02A,-27.46,5.7,0.0,-26.84,6.54,2.03,0.71 ,2.03 ,0.0,,595B178D-D417-D148-9F50-713541D7F66C,07D5C99B-1B98-EE46-91A5-33FABE798A3A
490,Door,3F961426-5E9D-804C-AB38-F19F96814A30,,,,,,D03,-27.28,6.08,0.0,-26.45,6.69,2.03,0.71 ,2.03 ,0.0,,,92FD39D6-0E0A-E64C-9BE7-22BA6E301096
491,Door,90F635DE-0144-CB42-8D96-18D99C0563D5,,,,,,D02A,-26.61,-4.68,0.0,-25.77,-4.06,2.03,0.71 ,2.03 ,0.0,,F734FD4C-753A-734E-8018-E7A608300389,7513D687-86AE-2B4C-B255-4885ECCCA91C
492,Door,B8D61A71-DD61-464F-AC2D-2B4721BE4FE9,,,,,,D01,-26.32,-3.02,0.0,-24.81,-1.94,2.34,0.91 ,2.34 ,0.0,,0CC1FB90-17D7-F840-AF5B-87620CD24B19,E1B30C70-5F0F-F545-9852-FA405D01BB3C
493,Door,4D7C42AF-61BA-9748-B7AB-F1593E51A775,,,,,,D02B,-25.63,-4.68,0.0,-24.64,-3.95,2.03,0.86 ,2.03 ,0.0,,6033CF2D-FEC2-1142-9739-2588F911FCF4,7513D687-86AE-2B4C-B255-4885ECCCA91C
494,Door,11116BE9-1667-F145-A034-4FBA46FE90F4,,,,,,CO,-22.93,-4.67,0.0,-22.02,-4.57,1.83,0.91 ,1.83 ,0.0,,0EF54DC7-1779-E34E-9B4A-DFF5F3457948,7513D687-86AE-2B4C-B255-4885ECCCA91C
495,Door,1E129B0C-77F1-1547-B368-2ECC57A3BC47,,,,,,D02C,-24.36,-4.68,0.0,-23.32,-3.92,2.03,0.91 ,2.03 ,0.0,,B49D818D-9430-D040-8050-C990FAA189FB,7513D687-86AE-2B4C-B255-4885ECCCA91C
496,Door,D6782422-DD65-104A-8CE4-3FCCFD07B36A,,,,,,D02A,-27.46,5.7,0.0,-26.84,6.54,2.03,0.71 ,2.03 ,0.0,,3AF59231-DCE5-044B-A9FA-28261F914477,0F52A8A4-723D-904C-AB36-EE73BF630DBF
497,Door,D3F98B8B-A447-A341-8ABE-43CE8398B43B,,,,,,D03,-27.28,6.08,0.0,-26.45,6.69,2.03,0.71 ,2.03 ,0.0,,,CBC4C491-1B6C-3347-99F4-F715C07BEACF
498,Door,3C061BCB-6D63-0F46-B029-16B0E60232B9,,,,,,D02E,-24.29,-7.15,0.0,-23.35,-6.39,2.03,0.81 ,2.03 ,0.0,,7DA69BA4-8ACC-E048-92F5-81942E043B85,84FC47EB-8A0F-1A4C-96FA-E2FD742851E5
499,Door,FA6620CA-8C96-DD4A-860F-1E4C8D8EE56B,,,,,,D02D,-26.02,-7.15,0.0,-25.13,-6.43,2.03,0.76 ,2.03 ,0.0,,62906182-BD5E-8B49-9EE1-334D7BBB99E3,84FC47EB-8A0F-1A4C-96FA-E2FD742851E5
500,Door,FC217B99-7ABF-4D66-B6DD-24058765AD72,,,,,,D04,-5.47,0.54,0.0,-4.06,0.84,2.03,1.02 ,2.03 ,0.0,,,AF365BC0-FD1F-4F69-B2B5-C90610B335FF
501,Door,D141368E-F7D2-4247-A554-84CF49975B89,,,,,,D03,-2.45,0.87,0.0,-1.56,1.57,2.03,0.71 ,2.03 ,0.0,,,AF365BC0-FD1F-4F69-B2B5-C90610B335FF
502,Door,756C59B7-A4BB-437A-93DF-67342FC361D2,,,,,,D03,-1.1,-3.83,-0.61,0.39,-2.35,1.42,0.91 ,2.03 ,0.0,,,FC5B0FA8-BCEA-4417-AF35-B5A7763E37CA
503,Door,5561D17B-C5BA-4B35-A1B8-1215D4BF8009,,,,,,D02,-0.46,1.97,-0.61,0.83,3.23,1.42,0.91 ,2.03 ,0.0,,,2C2CCA27-73F9-4A56-B760-88EBF0C1D5E0
504,DimText 0,34918BD9-A2B7-E944-9820-E17FFD74087A,,"0""",,-9.15,22.39,Dim Text 0,-9.15,22.39,0.0,-8.65,22.89,0.0,,,,,,
505,DimText 1,34918BD9-A2B7-E944-9820-E17FFD74087A,,"60'-10""",,0.12,22.36,Dim Text 1,0.12,22.36,0.0,0.62,22.86,0.0,,,,,,
506,DimText 2,5701991A-D97E-E84B-85C8-007229CE2D4C,,"0""",,-10.92,-20.69,Dim Text 2,-10.92,-20.69,0.0,-10.42,-20.19,0.0,,,,,,
507,DimText 3,5701991A-D97E-E84B-85C8-007229CE2D4C,,"111'-0""",,-10.88,-3.77,Dim Text 3,-10.88,-3.77,0.0,-10.38,-3.27,0.0,,,,,,
508,DimText 4,5701991A-D97E-E84B-85C8-007229CE2D4C,,"25'-0""",,-10.88,16.98,Dim Text 4,-10.88,16.98,0.0,-10.38,17.48,0.0,,,,,,
509,DimText 5,A80E1A8E-FADA-D749-ACD5-D7026C5767B5,,"0""",,-11.72,-20.57,Dim Text 5,-11.72,-20.57,0.0,-11.22,-20.07,0.0,,,,,,
510,DimText 6,A80E1A8E-FADA-D749-ACD5-D7026C5767B5,,"136'-0""",,-11.72,0.03,Dim Text 6,-11.72,0.03,0.0,-11.22,0.53,0.0,,,,,,
511,DimText 7,84D6F3E4-0560-1046-A81C-6E4E6D0804E1,,"0""",,12.62,-20.57,Dim Text 7,12.62,-20.57,0.0,13.12,-20.07,0.0,,,,,,
512,DimText 8,84D6F3E4-0560-1046-A81C-6E4E6D0804E1,,"8'-9 15/64""",,12.62,-19.45,Dim Text 8,12.62,-19.45,0.0,13.12,-18.95,0.0,,,,,,
513,DimText 9,84D6F3E4-0560-1046-A81C-6E4E6D0804E1,,"4'-2 7/8""",,12.62,-17.4,Dim Text 9,12.62,-17.4,0.0,13.12,-16.9,0.0,,,,,,
514,DimText 10,84D6F3E4-0560-1046-A81C-6E4E6D0804E1,,"4'-2 21/32""",,12.62,-16.17,Dim Text 10,12.62,-16.17,0.0,13.12,-15.67,0.0,,,,,,
515,DimText 11,84D6F3E4-0560-1046-A81C-6E4E6D0804E1,,"5'-9 7/32""",,12.62,-14.62,Dim Text 11,12.62,-14.62,0.0,13.12,-14.12,0.0,,,,,,
516,DimText 12,84D6F3E4-0560-1046-A81C-6E4E6D0804E1,,"11'-4 29/64""",,12.62,-12.07,Dim Text 12,12.62,-12.07,0.0,13.12,-11.57,0.0,,,,,,
517,DimText 13,84D6F3E4-0560-1046-A81C-6E4E6D0804E1,,"7'-1 31/64""",,12.62,-9.22,Dim Text 13,12.62,-9.22,0.0,13.12,-8.72,0.0,,,,,,
518,DimText 14,84D6F3E4-0560-1046-A81C-6E4E6D0804E1,,"7'-11 13/32""",,12.62,-6.95,Dim Text 14,12.62,-6.95,0.0,13.12,-6.45,0.0,,,,,,
519,DimText 15,84D6F3E4-0560-1046-A81C-6E4E6D0804E1,,"7'-0 1/32""",,12.62,-4.61,Dim Text 15,12.62,-4.61,0.0,13.12,-4.11,0.0,,,,,,
520,DimText 16,84D6F3E4-0560-1046-A81C-6E4E6D0804E1,,"7'-11 3/8""",,12.62,-2.33,Dim Text 16,12.62,-2.33,0.0,13.12,-1.83,0.0,,,,,,
521,DimText 17,84D6F3E4-0560-1046-A81C-6E4E6D0804E1,,"6'-5 5/64""",,12.62,-0.15,Dim Text 17,12.62,-0.15,0.0,13.12,0.35,0.0,,,,,,
522,DimText 18,84D6F3E4-0560-1046-A81C-6E4E6D0804E1,,"9'-5 19/32""",,12.62,2.25,Dim Text 18,12.62,2.25,0.0,13.12,2.75,0.0,,,,,,
523,DimText 19,84D6F3E4-0560-1046-A81C-6E4E6D0804E1,,"7'-9 15/16""",,12.62,4.88,Dim Text 19,12.62,4.88,0.0,13.12,5.38,0.0,,,,,,
524,DimText 20,84D6F3E4-0560-1046-A81C-6E4E6D0804E1,,"8'-4""",,12.62,7.5,Dim Text 20,12.62,7.5,0.0,13.12,8.0,0.0,,,,,,
525,DimText 21,84D6F3E4-0560-1046-A81C-6E4E6D0804E1,,"9'-7 49/64""",,12.62,10.08,Dim Text 21,12.62,10.08,0.0,13.12,10.58,0.0,,,,,,
526,DimText 22,84D6F3E4-0560-1046-A81C-6E4E6D0804E1,,"9'-10 11/64""",,12.62,13.03,Dim Text 22,12.62,13.03,0.0,13.12,13.53,0.0,,,,,,
527,DimText 23,84D6F3E4-0560-1046-A81C-6E4E6D0804E1,,"8'-11 21/64""",,12.62,15.89,Dim Text 23,12.62,15.89,0.0,13.12,16.39,0.0,,,,,,
528,DimText 24,84D6F3E4-0560-1046-A81C-6E4E6D0804E1,,"11'-0 17/32""",,12.62,18.94,Dim Text 24,12.62,18.94,0.0,13.12,19.44,0.0,,,,,,
529,DimText 25,BC7F20C2-C6C9-2D43-AFDA-357C9E01801E,,"0""",,-9.91,-20.57,Dim Text 25,-9.91,-20.57,0.0,-9.41,-20.07,0.0,,,,,,
530,DimText 26,BC7F20C2-C6C9-2D43-AFDA-357C9E01801E,,"33'-8 7/8""",,-9.91,-15.61,Dim Text 26,-9.91,-15.61,0.0,-9.41,-15.11,0.0,,,,,,
531,DimText 27,BC7F20C2-C6C9-2D43-AFDA-357C9E01801E,,"4'-9 3/32""",,-9.91,-9.74,Dim Text 27,-9.91,-9.74,0.0,-9.41,-9.24,0.0,,,,,,
532,DimText 28,BC7F20C2-C6C9-2D43-AFDA-357C9E01801E,,"6'-6 29/64""",,-9.91,-8.05,Dim Text 28,-9.91,-8.05,0.0,-9.41,-7.55,0.0,,,,,,
533,DimText 29,BC7F20C2-C6C9-2D43-AFDA-357C9E01801E,,"6'-5 29/32""",,-9.91,-6.07,Dim Text 29,-9.91,-6.07,0.0,-9.41,-5.57,0.0,,,,,,
534,DimText 30,BC7F20C2-C6C9-2D43-AFDA-357C9E01801E,,"6'-5 29/32""",,-9.91,-4.09,Dim Text 30,-9.91,-4.09,0.0,-9.41,-3.59,0.0,,,,,,
535,DimText 31,BC7F20C2-C6C9-2D43-AFDA-357C9E01801E,,"6'-5 29/32""",,-9.91,-2.11,Dim Text 31,-9.91,-2.11,0.0,-9.41,-1.61,0.0,,,,,,
536,DimText 32,BC7F20C2-C6C9-2D43-AFDA-357C9E01801E,,"6'-5 29/32""",,-9.91,-0.13,Dim Text 32,-9.91,-0.13,0.0,-9.41,0.37,0.0,,,,,,
537,DimText 33,BC7F20C2-C6C9-2D43-AFDA-357C9E01801E,,"6'-5 29/32""",,-9.91,1.85,Dim Text 33,-9.91,1.85,0.0,-9.41,2.35,0.0,,,,,,
